"x","C","color","p1","x","D","color","p2"
"588","0.7104","105","true","588","0.2896","15","true"
"589","0.6844","105","true","589","0.3156","15","true"
"590","0.6864","105","true","590","0.3136","15","true"
"591","0.6908","105","true","591","0.3092","15","true"
"592","0.6848","105","true","592","0.3152","15","true"
"593","0.6816","105","true","593","0.3184","15","true"
"594","0.6936","105","true","594","0.3064","15","true"
"595","0.6932","105","true","595","0.3068","15","true"
"596","0.7044","105","true","596","0.2956","15","true"
"597","0.686","105","true","597","0.314","15","true"
"598","0.6952","105","true","598","0.3048","15","true"
"599","0.7012","105","true","599","0.2988","15","true"
"600","0.6964","105","true","600","0.3036","15","true"
"601","0.6844","105","true","601","0.3156","15","true"
"602","0.6904","105","true","602","0.3096","15","true"
"603","0.694","105","true","603","0.306","15","true"
"604","0.6736","105","true","604","0.3264","15","true"
"605","0.7012","105","true","605","0.2988","15","true"
"606","0.7064","105","true","606","0.2936","15","true"
"607","0.694","105","true","607","0.306","15","true"
"608","0.7048","105","true","608","0.2952","15","true"
"609","0.7108","105","true","609","0.2892","15","true"
"610","0.6768","105","true","610","0.3232","15","true"
"611","0.7","105","true","611","0.3","15","true"
"612","0.6792","105","true","612","0.3208","15","true"
"613","0.6932","105","true","613","0.3068","15","true"
"614","0.694","105","true","614","0.306","15","true"
"615","0.68","105","true","615","0.32","15","true"
"616","0.7","105","true","616","0.3","15","true"
"617","0.6824","105","true","617","0.3176","15","true"
"618","0.7096","105","true","618","0.2904","15","true"
"619","0.6928","105","true","619","0.3072","15","true"
"620","0.6944","105","true","620","0.3056","15","true"
"621","0.6752","105","true","621","0.3248","15","true"
"622","0.708","105","true","622","0.292","15","true"
"623","0.684","105","true","623","0.316","15","true"
"624","0.6868","105","true","624","0.3132","15","true"
"625","0.7036","105","true","625","0.2964","15","true"
"626","0.7132","105","true","626","0.2868","15","true"
"627","0.6848","105","true","627","0.3152","15","true"
"628","0.6968","105","true","628","0.3032","15","true"
"629","0.6704","105","true","629","0.3296","15","true"
"630","0.6984","105","true","630","0.3016","15","true"
"631","0.692","105","true","631","0.308","15","true"
"632","0.7008","105","true","632","0.2992","15","true"
"633","0.7","105","true","633","0.3","15","true"
"634","0.7028","105","true","634","0.2972","15","true"
"635","0.6836","105","true","635","0.3164","15","true"
"636","0.6832","105","true","636","0.3168","15","true"
"637","0.7028","105","true","637","0.2972","15","true"
"638","0.6952","105","true","638","0.3048","15","true"
"639","0.6936","105","true","639","0.3064","15","true"
"640","0.6908","105","true","640","0.3092","15","true"
"641","0.6996","105","true","641","0.3004","15","true"
"642","0.6996","105","true","642","0.3004","15","true"
"643","0.6772","105","true","643","0.3228","15","true"
"644","0.682","105","true","644","0.318","15","true"
"645","0.6816","105","true","645","0.3184","15","true"
"646","0.6816","105","true","646","0.3184","15","true"
"647","0.6912","105","true","647","0.3088","15","true"
"648","0.6756","105","true","648","0.3244","15","true"
"649","0.6844","105","true","649","0.3156","15","true"
"650","0.7004","105","true","650","0.2996","15","true"
"651","0.6872","105","true","651","0.3128","15","true"
"652","0.6928","105","true","652","0.3072","15","true"
"653","0.6836","105","true","653","0.3164","15","true"
"654","0.6936","105","true","654","0.3064","15","true"
"655","0.7124","105","true","655","0.2876","15","true"
"656","0.6904","105","true","656","0.3096","15","true"
"657","0.7068","105","true","657","0.2932","15","true"
"658","0.6976","105","true","658","0.3024","15","true"
"659","0.68","105","true","659","0.32","15","true"
"660","0.6868","105","true","660","0.3132","15","true"
"661","0.682","105","true","661","0.318","15","true"
"662","0.6976","105","true","662","0.3024","15","true"
"663","0.6908","105","true","663","0.3092","15","true"
"664","0.682","105","true","664","0.318","15","true"
"665","0.692","105","true","665","0.308","15","true"
"666","0.6856","105","true","666","0.3144","15","true"
"667","0.6872","105","true","667","0.3128","15","true"
"668","0.6848","105","true","668","0.3152","15","true"
"669","0.6896","105","true","669","0.3104","15","true"
"670","0.6772","105","true","670","0.3228","15","true"
"671","0.6868","105","true","671","0.3132","15","true"
"672","0.6888","105","true","672","0.3112","15","true"
"673","0.694","105","true","673","0.306","15","true"
"674","0.7","105","true","674","0.3","15","true"
"675","0.6904","105","true","675","0.3096","15","true"
"676","0.6772","105","true","676","0.3228","15","true"
"677","0.6724","105","true","677","0.3276","15","true"
"678","0.6904","105","true","678","0.3096","15","true"
"679","0.6792","105","true","679","0.3208","15","true"
"680","0.6844","105","true","680","0.3156","15","true"
"681","0.6872","105","true","681","0.3128","15","true"
"682","0.6932","105","true","682","0.3068","15","true"
"683","0.688","105","true","683","0.312","15","true"
"684","0.6868","105","true","684","0.3132","15","true"
"685","0.6892","105","true","685","0.3108","15","true"
"686","0.7012","105","true","686","0.2988","15","true"
"687","0.6908","105","true","687","0.3092","15","true"
"688","0.6948","105","true","688","0.3052","15","true"
"689","0.6852","105","true","689","0.3148","15","true"
"690","0.6732","105","true","690","0.3268","15","true"
"691","0.6944","105","true","691","0.3056","15","true"
"692","0.698","105","true","692","0.302","15","true"
"693","0.6844","105","true","693","0.3156","15","true"
"694","0.686","105","true","694","0.314","15","true"
"695","0.6848","105","true","695","0.3152","15","true"
"696","0.6864","105","true","696","0.3136","15","true"
"697","0.6784","105","true","697","0.3216","15","true"
"698","0.6644","105","true","698","0.3356","15","true"
"699","0.6856","105","true","699","0.3144","15","true"
"700","0.6956","105","true","700","0.3044","15","true"
"701","0.6868","105","true","701","0.3132","15","true"
"702","0.6812","105","true","702","0.3188","15","true"
"703","0.6836","105","true","703","0.3164","15","true"
"704","0.6896","105","true","704","0.3104","15","true"
"705","0.6828","105","true","705","0.3172","15","true"
"706","0.6764","105","true","706","0.3236","15","true"
"707","0.688","105","true","707","0.312","15","true"
"708","0.6948","105","true","708","0.3052","15","true"
"709","0.6856","105","true","709","0.3144","15","true"
"710","0.694","105","true","710","0.306","15","true"
"711","0.6824","105","true","711","0.3176","15","true"
"712","0.6776","105","true","712","0.3224","15","true"
"713","0.6856","105","true","713","0.3144","15","true"
"714","0.6752","105","true","714","0.3248","15","true"
"715","0.6896","105","true","715","0.3104","15","true"
"716","0.686","105","true","716","0.314","15","true"
"717","0.6984","105","true","717","0.3016","15","true"
"718","0.6984","105","true","718","0.3016","15","true"
"719","0.6828","105","true","719","0.3172","15","true"
"720","0.664","105","true","720","0.336","15","true"
"721","0.6828","105","true","721","0.3172","15","true"
"722","0.6944","105","true","722","0.3056","15","true"
"723","0.6884","105","true","723","0.3116","15","true"
"724","0.6944","105","true","724","0.3056","15","true"
"725","0.6956","105","true","725","0.3044","15","true"
"726","0.6948","105","true","726","0.3052","15","true"
"727","0.6936","105","true","727","0.3064","15","true"
"728","0.67","105","true","728","0.33","15","true"
"729","0.6888","105","true","729","0.3112","15","true"
"730","0.6892","105","true","730","0.3108","15","true"
"731","0.6908","105","true","731","0.3092","15","true"
"732","0.7068","105","true","732","0.2932","15","true"
"733","0.6968","105","true","733","0.3032","15","true"
"734","0.6924","105","true","734","0.3076","15","true"
"735","0.6704","105","true","735","0.3296","15","true"
"736","0.6996","105","true","736","0.3004","15","true"
"737","0.692","105","true","737","0.308","15","true"
"738","0.6828","105","true","738","0.3172","15","true"
"739","0.6928","105","true","739","0.3072","15","true"
"740","0.6664","105","true","740","0.3336","15","true"
"741","0.6864","105","true","741","0.3136","15","true"
"742","0.68","105","true","742","0.32","15","true"
"743","0.6756","105","true","743","0.3244","15","true"
"744","0.6696","105","true","744","0.3304","15","true"
"745","0.6784","105","true","745","0.3216","15","true"
"746","0.6692","105","true","746","0.3308","15","true"
"747","0.6864","105","true","747","0.3136","15","true"
"748","0.6844","105","true","748","0.3156","15","true"
"749","0.6924","105","true","749","0.3076","15","true"
"750","0.6752","105","true","750","0.3248","15","true"
"751","0.7004","105","true","751","0.2996","15","true"
"752","0.6884","105","true","752","0.3116","15","true"
"753","0.6972","105","true","753","0.3028","15","true"
"754","0.6736","105","true","754","0.3264","15","true"
"755","0.6976","105","true","755","0.3024","15","true"
"756","0.6956","105","true","756","0.3044","15","true"
"757","0.6876","105","true","757","0.3124","15","true"
"758","0.6908","105","true","758","0.3092","15","true"
"759","0.6728","105","true","759","0.3272","15","true"
"760","0.6904","105","true","760","0.3096","15","true"
"761","0.6848","105","true","761","0.3152","15","true"
"762","0.7068","105","true","762","0.2932","15","true"
"763","0.6912","105","true","763","0.3088","15","true"
"764","0.6748","105","true","764","0.3252","15","true"
"765","0.6904","105","true","765","0.3096","15","true"
"766","0.6944","105","true","766","0.3056","15","true"
"767","0.6688","105","true","767","0.3312","15","true"
"768","0.682","105","true","768","0.318","15","true"
"769","0.6844","105","true","769","0.3156","15","true"
"770","0.6744","105","true","770","0.3256","15","true"
"771","0.6988","105","true","771","0.3012","15","true"
"772","0.682","105","true","772","0.318","15","true"
"773","0.6692","105","true","773","0.3308","15","true"
"774","0.6872","105","true","774","0.3128","15","true"
"775","0.6984","105","true","775","0.3016","15","true"
"776","0.6956","105","true","776","0.3044","15","true"
"777","0.6872","105","true","777","0.3128","15","true"
"778","0.6884","105","true","778","0.3116","15","true"
"779","0.6884","105","true","779","0.3116","15","true"
"780","0.6972","105","true","780","0.3028","15","true"
"781","0.7056","105","true","781","0.2944","15","true"
"782","0.6948","105","true","782","0.3052","15","true"
"783","0.6808","105","true","783","0.3192","15","true"
"784","0.684","105","true","784","0.316","15","true"
"785","0.6788","105","true","785","0.3212","15","true"
"786","0.692","105","true","786","0.308","15","true"
"787","0.7004","105","true","787","0.2996","15","true"
"788","0.7008","105","true","788","0.2992","15","true"
"789","0.6764","105","true","789","0.3236","15","true"
"790","0.6836","105","true","790","0.3164","15","true"
"791","0.6712","105","true","791","0.3288","15","true"
"792","0.6752","105","true","792","0.3248","15","true"
"793","0.7056","105","true","793","0.2944","15","true"
"794","0.694","105","true","794","0.306","15","true"
"795","0.6904","105","true","795","0.3096","15","true"
"796","0.6672","105","true","796","0.3328","15","true"
"797","0.69","105","true","797","0.31","15","true"
"798","0.674","105","true","798","0.326","15","true"
"799","0.6784","105","true","799","0.3216","15","true"
"800","0.6928","105","true","800","0.3072","15","true"
"801","0.6748","105","true","801","0.3252","15","true"
"802","0.6868","105","true","802","0.3132","15","true"
"803","0.6664","105","true","803","0.3336","15","true"
"804","0.672","105","true","804","0.328","15","true"
"805","0.6868","105","true","805","0.3132","15","true"
"806","0.6748","105","true","806","0.3252","15","true"
"807","0.6864","105","true","807","0.3136","15","true"
"808","0.6868","105","true","808","0.3132","15","true"
"809","0.6888","105","true","809","0.3112","15","true"
"810","0.6856","105","true","810","0.3144","15","true"
"811","0.6996","105","true","811","0.3004","15","true"
"812","0.6896","105","true","812","0.3104","15","true"
"813","0.6648","105","true","813","0.3352","15","true"
"814","0.6836","105","true","814","0.3164","15","true"
"815","0.692","105","true","815","0.308","15","true"
"816","0.6844","105","true","816","0.3156","15","true"
"817","0.688","105","true","817","0.312","15","true"
"818","0.6788","105","true","818","0.3212","15","true"
"819","0.6976","105","true","819","0.3024","15","true"
"820","0.7","105","true","820","0.3","15","true"
"821","0.67","105","true","821","0.33","15","true"
"822","0.7032","105","true","822","0.2968","15","true"
"823","0.6844","105","true","823","0.3156","15","true"
"824","0.6712","105","true","824","0.3288","15","true"
"825","0.6796","105","true","825","0.3204","15","true"
"826","0.678","105","true","826","0.322","15","true"
"827","0.684","105","true","827","0.316","15","true"
"828","0.6704","105","true","828","0.3296","15","true"
"829","0.6924","105","true","829","0.3076","15","true"
